Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,smp.remove,Blk.Av
220623_Std_4uMStdsMix2InMatrix_2,NA,NA,KM1906,Dimethylsulfoniopropionate,1445079424,NA,NA,NA,NA
220623_Std_H2OinMatrix_1,NA,NA,KM1906,Dimethylsulfoniopropionate,41672964,NA,NA,NA,NA
220623_Std_H2OinMatrix_2,NA,NA,KM1906,Dimethylsulfoniopropionate,45257492,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full1,NA,NA,KM1906,Dimethylsulfoniopropionate,80663352,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full2,NA,NA,KM1906,Dimethylsulfoniopropionate,75165408,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full3,NA,NA,KM1906,Dimethylsulfoniopropionate,81782128,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half1,NA,NA,KM1906,Dimethylsulfoniopropionate,33810864,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half2,NA,NA,KM1906,Dimethylsulfoniopropionate,39822768,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half3,NA,NA,KM1906,Dimethylsulfoniopropionate,42238616,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_A,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_B,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_C,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_A,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_B,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_C,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_A,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_B,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_C,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_A,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_B,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_C,NA,NA,KM1906,Dimethylsulfoniopropionate,0,NA,NA,NA,NA
220623_Smp_MQBlk_1,NA,NA,KM1906,Dimethylsulfoniopropionate,2860693,NA,NA,NA,NA
220623_Smp_MQBlk_2,NA,NA,KM1906,Dimethylsulfoniopropionate,5771867,NA,NA,NA,NA
220623_Smp_MQBlk_3,NA,NA,KM1906,Dimethylsulfoniopropionate,405276,NA,NA,NA,NA
220623_Smp_MQBlk_4,NA,NA,KM1906,Dimethylsulfoniopropionate,909047,NA,NA,NA,NA
220623_Smp_MQBlk_5,NA,NA,KM1906,Dimethylsulfoniopropionate,603329,NA,NA,NA,NA
220623_Smp_MQBlk_6,NA,NA,KM1906,Dimethylsulfoniopropionate,1097979,NA,NA,NA,NA
220623_Smp_MU1_A,MU1,A,KM1906,Dimethylsulfoniopropionate,53230036,NA,NA,NA,NA
220623_Smp_MU1_B,MU1,B,KM1906,Dimethylsulfoniopropionate,30118760,NA,NA,NA,NA
220623_Smp_MU1_C,MU1,C,KM1906,Dimethylsulfoniopropionate,30392690,NA,NA,NA,NA
220623_Smp_MU10_A,MU10,A,KM1906,Dimethylsulfoniopropionate,36314216,NA,NA,NA,NA
220623_Smp_MU10_B,MU10,B,KM1906,Dimethylsulfoniopropionate,106277144,NA,NA,NA,NA
220623_Smp_MU10_C,MU10,C,KM1906,Dimethylsulfoniopropionate,194583344,NA,NA,NA,NA
220623_Smp_MU11_A,MU11,A,KM1906,Dimethylsulfoniopropionate,212131216,NA,NA,NA,NA
220623_Smp_MU11_B,MU11,B,KM1906,Dimethylsulfoniopropionate,334746304,NA,NA,NA,NA
220623_Smp_MU11_C,MU11,C,KM1906,Dimethylsulfoniopropionate,259693456,NA,NA,NA,NA
220623_Smp_MU12_A,MU12,A,KM1906,Dimethylsulfoniopropionate,252951456,NA,NA,NA,NA
220623_Smp_MU12_B,MU12,B,KM1906,Dimethylsulfoniopropionate,69800856,NA,NA,NA,NA
220623_Smp_MU12_C,MU12,C,KM1906,Dimethylsulfoniopropionate,230231488,NA,NA,NA,NA
220623_Smp_MU13_A,MU13,A,KM1906,Dimethylsulfoniopropionate,63226596,NA,NA,NA,NA
220623_Smp_MU13_B,MU13,B,KM1906,Dimethylsulfoniopropionate,63644124,NA,NA,NA,NA
220623_Smp_MU13_C,MU13,C,KM1906,Dimethylsulfoniopropionate,15293295,NA,NA,NA,NA
220623_Smp_MU14_A,MU14,A,KM1906,Dimethylsulfoniopropionate,155383296,NA,NA,NA,NA
220623_Smp_MU14_B,MU14,B,KM1906,Dimethylsulfoniopropionate,135657664,NA,NA,NA,NA
220623_Smp_MU14_C,MU14,C,KM1906,Dimethylsulfoniopropionate,75310424,NA,NA,NA,NA
220623_Smp_MU15_A,MU15,A,KM1906,Dimethylsulfoniopropionate,52840340,NA,NA,NA,NA
220623_Smp_MU15_B,MU15,B,KM1906,Dimethylsulfoniopropionate,135429136,NA,NA,NA,NA
220623_Smp_MU15_C,MU15,C,KM1906,Dimethylsulfoniopropionate,82766016,NA,NA,NA,NA
220623_Smp_MU16_A,MU16,A,KM1906,Dimethylsulfoniopropionate,112981432,NA,NA,NA,NA
220623_Smp_MU16_B,MU16,B,KM1906,Dimethylsulfoniopropionate,116396048,NA,NA,NA,NA
220623_Smp_MU16_C,MU16,C,KM1906,Dimethylsulfoniopropionate,49899960,NA,NA,NA,NA
220623_Smp_MU17_A,MU17,A,KM1906,Dimethylsulfoniopropionate,114782488,NA,NA,NA,NA
220623_Smp_MU17_B,MU17,B,KM1906,Dimethylsulfoniopropionate,169684960,NA,NA,NA,NA
220623_Smp_MU2_A,MU2,A,KM1906,Dimethylsulfoniopropionate,36428432,NA,NA,NA,NA
220623_Smp_MU2_B,MU2,B,KM1906,Dimethylsulfoniopropionate,29112318,NA,NA,NA,NA
220623_Smp_MU2_C,MU2,C,KM1906,Dimethylsulfoniopropionate,51335744,NA,NA,NA,NA
220623_Smp_MU3_A,MU3,A,KM1906,Dimethylsulfoniopropionate,43333292,NA,NA,NA,NA
220623_Smp_MU3_B,MU3,B,KM1906,Dimethylsulfoniopropionate,51609956,NA,NA,NA,NA
220623_Smp_MU3_C,MU3,C,KM1906,Dimethylsulfoniopropionate,75097848,NA,NA,NA,NA
220623_Smp_MU4_A,MU4,A,KM1906,Dimethylsulfoniopropionate,55877784,NA,NA,NA,NA
220623_Smp_MU4_B,MU4,B,KM1906,Dimethylsulfoniopropionate,58917840,NA,NA,NA,NA
220623_Smp_MU4_C,MU4,C,KM1906,Dimethylsulfoniopropionate,46068292,NA,NA,NA,NA
220623_Smp_MU5_A,MU5,A,KM1906,Dimethylsulfoniopropionate,34953592,NA,NA,NA,NA
220623_Smp_MU5_B,MU5,B,KM1906,Dimethylsulfoniopropionate,39376860,NA,NA,NA,NA
220623_Smp_MU5_C,MU5,C,KM1906,Dimethylsulfoniopropionate,54295132,NA,NA,NA,NA
220623_Smp_MU6_A,MU6,A,KM1906,Dimethylsulfoniopropionate,44810600,NA,NA,NA,NA
220623_Smp_MU6_B,MU6,B,KM1906,Dimethylsulfoniopropionate,54055912,NA,NA,NA,NA
220623_Smp_MU6_C,MU6,C,KM1906,Dimethylsulfoniopropionate,50226196,NA,NA,NA,NA
220623_Smp_MU7_A,MU7,A,KM1906,Dimethylsulfoniopropionate,43287876,NA,NA,NA,NA
220623_Smp_MU7_B,MU7,B,KM1906,Dimethylsulfoniopropionate,72453328,NA,NA,NA,NA
220623_Smp_MU7_C,MU7,C,KM1906,Dimethylsulfoniopropionate,61206936,NA,NA,NA,NA
220623_Smp_MU8_A,MU8,A,KM1906,Dimethylsulfoniopropionate,76992936,NA,NA,NA,NA
220623_Smp_MU8_B,MU8,B,KM1906,Dimethylsulfoniopropionate,72962904,NA,NA,NA,NA
220623_Smp_MU8_C,MU8,C,KM1906,Dimethylsulfoniopropionate,50731440,NA,NA,NA,NA
220623_Smp_MU9_A,MU9,A,KM1906,Dimethylsulfoniopropionate,51795828,NA,NA,NA,NA
220623_Smp_MU9_B,MU9,B,KM1906,Dimethylsulfoniopropionate,11528272,NA,NA,NA,NA
220623_Smp_MU9_C,MU9,C,KM1906,Dimethylsulfoniopropionate,47428472,NA,NA,NA,NA
220623_Std_4uMStdsMix1InH2O_1,NA,NA,KM1906,Glycine betaine,1992734464,NA,NA,NA,NA
220623_Std_4uMStdsMix1InH2O_2,NA,NA,KM1906,Glycine betaine,2467828480,NA,NA,NA,NA
220623_Std_4uMStdsMix1InMatrix_1,NA,NA,KM1906,Glycine betaine,2644496896,NA,NA,NA,NA
220623_Std_4uMStdsMix1InMatrix_2,NA,NA,KM1906,Glycine betaine,3214760960,NA,NA,NA,NA
220623_Std_4uMStdsMix2InH2O_1,NA,NA,KM1906,Glycine betaine,423703,NA,NA,NA,NA
220623_Std_4uMStdsMix2InH2O_2,NA,NA,KM1906,Glycine betaine,698212,NA,NA,NA,NA
220623_Std_4uMStdsMix2InMatrix_1,NA,NA,KM1906,Glycine betaine,981549312,NA,NA,NA,NA
220623_Std_4uMStdsMix2InMatrix_2,NA,NA,KM1906,Glycine betaine,1165051008,NA,NA,NA,NA
220623_Std_H2OinMatrix_1,NA,NA,KM1906,Glycine betaine,1032321280,NA,NA,NA,NA
220623_Std_H2OinMatrix_2,NA,NA,KM1906,Glycine betaine,1207679872,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full1,NA,NA,KM1906,Glycine betaine,1671296512,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full2,NA,NA,KM1906,Glycine betaine,1871757696,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full3,NA,NA,KM1906,Glycine betaine,2334458368,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half1,NA,NA,KM1906,Glycine betaine,830433664,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half2,NA,NA,KM1906,Glycine betaine,938015488,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half3,NA,NA,KM1906,Glycine betaine,1172077440,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_A,NA,NA,KM1906,Glycine betaine,361727296,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_B,NA,NA,KM1906,Glycine betaine,305924640,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_C,NA,NA,KM1906,Glycine betaine,353454464,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_A,NA,NA,KM1906,Glycine betaine,1051448192,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_B,NA,NA,KM1906,Glycine betaine,873798592,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_C,NA,NA,KM1906,Glycine betaine,203895440,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_A,NA,NA,KM1906,Glycine betaine,258049536,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_B,NA,NA,KM1906,Glycine betaine,356337824,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_C,NA,NA,KM1906,Glycine betaine,334756448,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_A,NA,NA,KM1906,Glycine betaine,1977436544,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_B,NA,NA,KM1906,Glycine betaine,2264611328,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_C,NA,NA,KM1906,Glycine betaine,6706788864,NA,NA,NA,NA
220623_Smp_MQBlk_1,NA,NA,KM1906,Glycine betaine,1590769408,NA,NA,NA,NA
220623_Smp_MQBlk_2,NA,NA,KM1906,Glycine betaine,3675841792,NA,NA,NA,NA
220623_Smp_MQBlk_3,NA,NA,KM1906,Glycine betaine,1000427648,NA,NA,NA,NA
220623_Smp_MQBlk_4,NA,NA,KM1906,Glycine betaine,1110795392,NA,NA,NA,NA
220623_Smp_MQBlk_5,NA,NA,KM1906,Glycine betaine,1575390336,NA,NA,NA,NA
220623_Smp_MQBlk_6,NA,NA,KM1906,Glycine betaine,3491867648,NA,NA,NA,NA
220623_Smp_MU1_A,MU1,A,KM1906,Glycine betaine,3230101248,NA,NA,NA,NA
220623_Smp_MU1_B,MU1,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU1_C,MU1,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU10_A,MU10,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU10_B,MU10,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU10_C,MU10,C,KM1906,Glycine betaine,3659027456,NA,NA,NA,NA
220623_Smp_MU11_A,MU11,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU11_B,MU11,B,KM1906,Glycine betaine,5476325888,NA,NA,NA,NA
220623_Smp_MU11_C,MU11,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU12_A,MU12,A,KM1906,Glycine betaine,8650771456,NA,NA,NA,NA
220623_Smp_MU12_B,MU12,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,NA,1254019097.3333333
220623_Smp_MU12_C,MU12,C,KM1906,Glycine betaine,3688810752,NA,NA,NA,NA
220623_Smp_MU13_A,MU13,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU13_B,MU13,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU13_C,MU13,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU14_A,MU14,A,KM1906,Glycine betaine,4753373696,NA,NA,NA,NA
220623_Smp_MU14_B,MU14,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU14_C,MU14,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU15_A,MU15,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU15_B,MU15,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU15_C,MU15,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU16_A,MU16,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU16_B,MU16,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU16_C,MU16,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU17_A,MU17,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU17_B,MU17,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU2_A,MU2,A,KM1906,Glycine betaine,4426294272,NA,NA,NA,NA
220623_Smp_MU2_B,MU2,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU2_C,MU2,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU3_A,MU3,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU3_B,MU3,B,KM1906,Glycine betaine,2224166912,NA,NA,NA,NA
220623_Smp_MU3_C,MU3,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU4_A,MU4,A,KM1906,Glycine betaine,3098132224,NA,NA,NA,NA
220623_Smp_MU4_B,MU4,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU4_C,MU4,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU5_A,MU5,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU5_B,MU5,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU5_C,MU5,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU6_A,MU6,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU6_B,MU6,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU6_C,MU6,C,KM1906,Glycine betaine,4891537408,NA,NA,NA,NA
220623_Smp_MU7_A,MU7,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,NA,1254019097.3333333
220623_Smp_MU7_B,MU7,B,KM1906,Glycine betaine,2521616640,NA,NA,NA,NA
220623_Smp_MU7_C,MU7,C,KM1906,Glycine betaine,4823606272,NA,NA,NA,NA
220623_Smp_MU8_A,MU8,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU8_B,MU8,B,KM1906,Glycine betaine,5354044928,NA,NA,NA,NA
220623_Smp_MU8_C,MU8,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU9_A,MU9,A,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU9_B,MU9,B,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Smp_MU9_C,MU9,C,KM1906,Glycine betaine,1103271098.7377923,NA,Flag,Smp_Remove,1254019097.3333333
220623_Std_4uMStdsMix1InH2O_1,NA,NA,KM1906,Gonyol,NA,NA,NA,NA,NA
220623_Std_4uMStdsMix1InH2O_2,NA,NA,KM1906,Gonyol,13029,NA,NA,NA,NA
220623_Std_4uMStdsMix1InMatrix_1,NA,NA,KM1906,Gonyol,620410,NA,NA,NA,NA
220623_Std_4uMStdsMix1InMatrix_2,NA,NA,KM1906,Gonyol,519940,NA,NA,NA,NA
220623_Std_4uMStdsMix2InH2O_1,NA,NA,KM1906,Gonyol,60283628,NA,NA,NA,NA
220623_Std_4uMStdsMix2InH2O_2,NA,NA,KM1906,Gonyol,88992744,NA,NA,NA,NA
220623_Std_4uMStdsMix2InMatrix_1,NA,NA,KM1906,Gonyol,67681584,NA,NA,NA,NA
220623_Std_4uMStdsMix2InMatrix_2,NA,NA,KM1906,Gonyol,93656200,NA,NA,NA,NA
220623_Std_H2OinMatrix_1,NA,NA,KM1906,Gonyol,686562,NA,NA,NA,NA
220623_Std_H2OinMatrix_2,NA,NA,KM1906,Gonyol,770612,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full1,NA,NA,KM1906,Gonyol,1252768,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full2,NA,NA,KM1906,Gonyol,1222063,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Full3,NA,NA,KM1906,Gonyol,1501273,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half1,NA,NA,KM1906,Gonyol,501882,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half2,NA,NA,KM1906,Gonyol,633033,NA,NA,NA,NA
220623_Poo_TruePooG3-CXSPE_Half3,NA,NA,KM1906,Gonyol,710700,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_A,NA,NA,KM1906,Gonyol,NA,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_B,NA,NA,KM1906,Gonyol,NA,NA,NA,NA,NA
220623_Smp_CXSPE_Blk1_C,NA,NA,KM1906,Gonyol,NA,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_A,NA,NA,KM1906,Gonyol,610248,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_B,NA,NA,KM1906,Gonyol,565245,NA,NA,NA,NA
220623_Smp_CXSPE_Blk2_C,NA,NA,KM1906,Gonyol,NA,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_A,NA,NA,KM1906,Gonyol,49927,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_B,NA,NA,KM1906,Gonyol,22707,NA,NA,NA,NA
220623_Smp_CXSPE_Blk3_C,NA,NA,KM1906,Gonyol,45713,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_A,NA,NA,KM1906,Gonyol,44162,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_B,NA,NA,KM1906,Gonyol,7588,NA,NA,NA,NA
220623_Smp_CXSPE_Blk4_C,NA,NA,KM1906,Gonyol,1749094,NA,NA,NA,NA
220623_Smp_MQBlk_1,NA,NA,KM1906,Gonyol,11774,NA,NA,NA,NA
220623_Smp_MQBlk_2,NA,NA,KM1906,Gonyol,1889230,NA,NA,NA,NA
220623_Smp_MQBlk_3,NA,NA,KM1906,Gonyol,NA,NA,NA,NA,NA
220623_Smp_MQBlk_4,NA,NA,KM1906,Gonyol,NA,NA,NA,NA,NA
220623_Smp_MQBlk_5,NA,NA,KM1906,Gonyol,NA,NA,NA,NA,NA
220623_Smp_MQBlk_6,NA,NA,KM1906,Gonyol,126795,NA,NA,NA,NA
220623_Smp_MU1_A,MU1,A,KM1906,Gonyol,3645835,NA,NA,NA,NA
220623_Smp_MU1_B,MU1,B,KM1906,Gonyol,262375.6364697405,NA,Flag,Smp_Remove,257890.33333333337
220623_Smp_MU1_C,MU1,C,KM1906,Gonyol,262375.6364697405,NA,Flag,Smp_Remove,257890.33333333337
220623_Smp_MU10_A,MU10,A,KM1906,Gonyol,1071494,NA,NA,NA,NA
220623_Smp_MU10_B,MU10,B,KM1906,Gonyol,2370351,NA,NA,NA,NA
220623_Smp_MU10_C,MU10,C,KM1906,Gonyol,3644782,NA,NA,NA,NA
220623_Smp_MU11_A,MU11,A,KM1906,Gonyol,1715564,NA,NA,NA,NA
220623_Smp_MU11_B,MU11,B,KM1906,Gonyol,2798712,NA,NA,NA,NA
220623_Smp_MU11_C,MU11,C,KM1906,Gonyol,1895100,NA,NA,NA,NA
220623_Smp_MU12_A,MU12,A,KM1906,Gonyol,3963543,NA,NA,NA,NA
220623_Smp_MU12_B,MU12,B,KM1906,Gonyol,1179108,NA,NA,NA,NA
220623_Smp_MU12_C,MU12,C,KM1906,Gonyol,3844043,NA,NA,NA,NA
220623_Smp_MU13_A,MU13,A,KM1906,Gonyol,654075,NA,NA,NA,NA
220623_Smp_MU13_B,MU13,B,KM1906,Gonyol,743427,NA,NA,NA,NA
220623_Smp_MU13_C,MU13,C,KM1906,Gonyol,1439322,NA,NA,NA,NA
220623_Smp_MU14_A,MU14,A,KM1906,Gonyol,4318360,NA,NA,NA,NA
220623_Smp_MU14_B,MU14,B,KM1906,Gonyol,3226747,NA,NA,NA,NA
220623_Smp_MU14_C,MU14,C,KM1906,Gonyol,1566861,NA,NA,NA,NA
220623_Smp_MU15_A,MU15,A,KM1906,Gonyol,532383,NA,NA,NA,NA
220623_Smp_MU15_B,MU15,B,KM1906,Gonyol,1595780,NA,NA,NA,NA
220623_Smp_MU15_C,MU15,C,KM1906,Gonyol,262375.6364697405,NA,Flag,NA,257890.33333333337
220623_Smp_MU16_A,MU16,A,KM1906,Gonyol,2308535,NA,NA,NA,NA
220623_Smp_MU16_B,MU16,B,KM1906,Gonyol,764859,NA,NA,NA,NA
220623_Smp_MU16_C,MU16,C,KM1906,Gonyol,3000292,NA,NA,NA,NA
220623_Smp_MU17_A,MU17,A,KM1906,Gonyol,262375.6364697405,NA,Flag,Smp_Remove,257890.33333333337
220623_Smp_MU17_B,MU17,B,KM1906,Gonyol,1186278,NA,NA,NA,NA
220623_Smp_MU2_A,MU2,A,KM1906,Gonyol,1131620,NA,NA,NA,NA
220623_Smp_MU2_B,MU2,B,KM1906,Gonyol,548345,NA,NA,NA,NA
220623_Smp_MU2_C,MU2,C,KM1906,Gonyol,962022,NA,NA,NA,NA
220623_Smp_MU3_A,MU3,A,KM1906,Gonyol,565266,NA,NA,NA,NA
220623_Smp_MU3_B,MU3,B,KM1906,Gonyol,992728,NA,NA,NA,NA
220623_Smp_MU3_C,MU3,C,KM1906,Gonyol,1264240,NA,NA,NA,NA
220623_Smp_MU4_A,MU4,A,KM1906,Gonyol,1084057,NA,NA,NA,NA
220623_Smp_MU4_B,MU4,B,KM1906,Gonyol,791757,NA,NA,NA,NA
220623_Smp_MU4_C,MU4,C,KM1906,Gonyol,708391,NA,NA,NA,NA
220623_Smp_MU5_A,MU5,A,KM1906,Gonyol,262375.6364697405,NA,Flag,NA,257890.33333333337
220623_Smp_MU5_B,MU5,B,KM1906,Gonyol,611594,NA,NA,NA,NA
220623_Smp_MU5_C,MU5,C,KM1906,Gonyol,795269,NA,NA,NA,NA
220623_Smp_MU6_A,MU6,A,KM1906,Gonyol,1113233,NA,NA,NA,NA
220623_Smp_MU6_B,MU6,B,KM1906,Gonyol,1120164,NA,NA,NA,NA
220623_Smp_MU6_C,MU6,C,KM1906,Gonyol,1709727,NA,NA,NA,NA
220623_Smp_MU7_A,MU7,A,KM1906,Gonyol,553448,NA,NA,NA,NA
220623_Smp_MU7_B,MU7,B,KM1906,Gonyol,964972,NA,NA,NA,NA
220623_Smp_MU7_C,MU7,C,KM1906,Gonyol,1264156,NA,NA,NA,NA
220623_Smp_MU8_A,MU8,A,KM1906,Gonyol,697331,NA,NA,NA,NA
220623_Smp_MU8_B,MU8,B,KM1906,Gonyol,2071664,NA,NA,NA,NA
220623_Smp_MU8_C,MU8,C,KM1906,Gonyol,574932,NA,NA,NA,NA
220623_Smp_MU9_A,MU9,A,KM1906,Gonyol,789812,NA,NA,NA,NA
220623_Smp_MU9_B,MU9,B,KM1906,Gonyol,262375.6364697405,NA,Flag,NA,257890.33333333337
220623_Smp_MU9_C,MU9,C,KM1906,Gonyol,807399,NA,NA,NA,NA
220623_Std_4uMStdsMix1InH2O_1,NA,NA,KM1906,Homarine,NA,NA,NA,NA,NA
220623_Std_4uMStdsMix1InH2O_2,NA,NA,KM1906,Homarine,NA,NA,NA,NA,NA
220623_Std_4uMStdsMix1InMatrix_1,NA,NA,KM1906,Homarine,57909600,NA,NA,NA,NA
220623_Std_4uMStdsMix1InMatrix_2,NA,NA,KM1906,Homarine,61989824,NA,NA,NA,NA
220623_Std_4uMStdsMix2InH2O_1,NA,NA,KM1906,Homarine,83719800,NA,NA,NA,NA
220623_Std_4uMStdsMix2InH2O_2,NA,NA,KM1906,Homarine,104346176,NA,NA,NA,NA
220623_Std_4uMStdsMix2InMatrix_1,NA,NA,KM1906,Homarine,135629424,NA,NA,NA,NA
220623_Std_4uMStdsMix2InMatrix_2,NA,NA,KM1906,Homarine,168207184,NA,NA,NA,NA
220623_Std_H2OinMatrix_1,NA,NA,KM1906,Homarine,61773232,NA,NA,NA,NA
